"Chr","Start","End","Conc","Conc_liver","Conc_colon","Fold","p-value","FDR"
"chr5",54200154,54200499,0.15,0.02,0.27,-0.25,0.892,1
"chr17",36130910,36131261,0.32,0.43,0.19,0.24,0.892,1
"chr3",56166239,56166505,-0.11,-0.04,-0.18,0.14,0.892,1
"chr2",138705331,138705742,0.73,0.75,0.7,0.05,0.892,1
"chr9",135777260,135777644,0.37,0.25,0.48,-0.23,0.892,1
"chr3",100244592,100245216,1.51,1.71,1.28,0.43,0.892,1
"chr6",3473490,3474278,0.01,-0.06,0.07,-0.13,0.892,1
"chr19",42800224,42800812,1.52,1.61,1.42,0.18,0.892,1
"chr18",52322342,52322724,-0.73,-0.58,-0.89,0.31,0.893,1
"chr3",148965005,148966362,1.63,1.65,1.61,0.04,0.893,1
"chr1",233599485,233599838,-0.95,-0.82,-1.09,0.27,0.893,1
"chr14",68085492,68086837,3.12,3.12,3.11,0.02,0.893,1
"chr8",66361550,66361967,-0.51,-1.27,-0.02,-1.25,0.893,1
"chr1",61314201,61314641,0.37,0.49,0.24,0.25,0.893,1
"chr12",121476612,121477062,1.36,1.45,1.26,0.18,0.893,1
"chr20",62362124,62362481,-1.07,-0.98,-1.18,0.2,0.893,1
"chr7",123795442,123795780,0.7,1.03,0.29,0.74,0.893,1
"chr19",29589888,29590393,0.61,0.62,0.6,0.02,0.893,1
"chr19",8317941,8318202,0.37,0.33,0.42,-0.09,0.893,1
"chr14",64770069,64770770,0.93,0.97,0.89,0.09,0.893,1
"chr18",21939615,21940097,0.19,0.05,0.31,-0.25,0.893,1
"chr4",17032157,17032625,0.71,0.62,0.78,-0.16,0.893,1
"chr4",57702774,57703231,0.61,0.62,0.61,0.01,0.893,1
"chr1",46109657,46110106,0.42,0.52,0.3,0.22,0.893,1
"chr4",100949467,100951268,0.46,0.77,0.05,0.71,0.893,1
"chr10",119028479,119029099,0.25,0.58,-0.18,0.75,0.893,1
"chr10",77716414,77716785,0.03,0.02,0.04,-0.02,0.893,1
"chr20",48732374,48732748,1.73,1.86,1.59,0.27,0.893,1
"chr8",29999105,29999486,0.54,0.69,0.37,0.32,0.893,1
"chr3",98201859,98202630,1.74,1.74,1.74,0,0.893,1
"chr15",38991898,38992169,0.32,0.18,0.44,-0.26,0.893,1
"chr17",19656275,19657286,1.82,1.9,1.74,0.15,0.893,1
"chr17",45853461,45854357,1.56,1.66,1.45,0.21,0.893,1
"chr19",17246207,17246949,1.93,1.95,1.9,0.05,0.893,1
"chr15",45887114,45888235,1.23,1.3,1.16,0.14,0.893,1
"chr9",75637852,75638322,0.85,1.04,0.62,0.42,0.893,1
"chr4",54467629,54468096,0.97,1.15,0.77,0.38,0.893,1
"chr12",6075030,6075478,1.13,1.08,1.17,-0.09,0.893,1
"chr1",183578359,183578738,0.28,0.33,0.23,0.1,0.893,1
"chr11",119703259,119703770,0.95,0.96,0.94,0.02,0.893,1
"chr9",125261132,125261492,0.44,0.48,0.4,0.08,0.893,1
"chr16",82687231,82687851,2.1,2.14,2.05,0.09,0.893,1
"chr11",76530601,76530943,-0.9,-1.03,-0.78,-0.24,0.893,1
"chr14",49414267,49414641,-0.7,-0.48,-0.97,0.5,0.893,1
"chr3",90184122,90184505,-0.94,-0.8,-1.1,0.3,0.893,1
"chr1",245673728,245674079,-0.92,-0.82,-1.03,0.21,0.893,1
"chr10",105957118,105957446,0.35,0.55,0.12,0.43,0.893,1
"chr4",49146330,49147202,-0.62,-0.46,-0.81,0.35,0.893,1
"chr22",51186426,51187313,-0.37,-0.51,-0.25,-0.26,0.893,1
"chr9",37594482,37594898,1.36,1.57,1.12,0.45,0.893,1
"chr7",92493309,92493818,0.05,-0.05,0.15,-0.2,0.893,1
"chr6",159689689,159690681,-0.3,0.05,-0.75,0.8,0.893,1
"chrX",85106392,85106797,0.17,0.29,0.04,0.25,0.893,1
"chr6",42018100,42018661,2.24,2.22,2.27,-0.06,0.893,1
"chr9",127336859,127337607,1.27,1.18,1.34,-0.16,0.893,1
"chr12",105339055,105339367,-0.1,0,-0.2,0.2,0.893,1
"chr17",5738038,5738395,0.28,0.43,0.12,0.31,0.893,1
"chr12",50260827,50261311,0.85,0.91,0.79,0.12,0.893,1
"chr13",95911027,95911261,0.66,0.78,0.52,0.26,0.893,1
"chr19",15674087,15675034,1.07,0.86,1.25,-0.4,0.893,1
"chr19",39281293,39282406,-1,-0.86,-1.15,0.29,0.893,1
"chr6",26923912,26924981,2.66,2.71,2.6,0.11,0.893,1
"chr17",45741647,45742004,0.59,0.69,0.48,0.21,0.893,1
"chr14",37550412,37550780,0.15,-0.15,0.4,-0.55,0.893,1
"chr11",128729654,128730187,2.49,2.6,2.37,0.23,0.893,1
"chr3",34014539,34014883,-0.62,-0.68,-0.56,-0.12,0.893,1
"chr4",151287765,151288033,0.43,0.32,0.52,-0.2,0.893,1
"chr15",51425070,51425308,-0.03,-0.12,0.05,-0.18,0.893,1
"chr18",60408342,60409185,1.54,1.64,1.44,0.2,0.893,1
"chr2",201651258,201651961,0.45,0.4,0.49,-0.1,0.893,1
"chr2",219552184,219552614,0.63,0.6,0.66,-0.06,0.893,1
"chr13",52516235,52516698,1.03,1.11,0.93,0.18,0.893,1
"chr15",44815443,44815783,-1.02,-0.93,-1.12,0.19,0.893,1
"chr9",36302986,36303334,-1.02,-0.93,-1.12,0.19,0.893,1
"chr2",190563016,190563427,0.08,0.08,0.09,-0.01,0.893,1
"chr21",44832043,44832562,1.7,1.86,1.52,0.33,0.893,1
"chr1",178653769,178654309,1.17,1.17,1.18,-0.01,0.893,1
"chr6",4806230,4806627,0.88,0.97,0.79,0.18,0.893,1
"chr12",32810471,32810947,1.16,1.2,1.13,0.07,0.893,1
"chr6",138789658,138790039,0.07,0.02,0.12,-0.1,0.893,1
"chr16",85096488,85096977,0.69,0.82,0.53,0.29,0.893,1
"chr9",114162265,114162647,0.5,0.62,0.37,0.25,0.893,1
"chr2",170335553,170336438,2.14,2.23,2.03,0.2,0.893,1
"chr2",232770811,232771084,0.69,0.8,0.57,0.23,0.893,1
"chr6",79315591,79315977,0.24,0.26,0.22,0.04,0.893,1
"chr8",48052978,48053323,0.31,0.31,0.32,-0.01,0.893,1
"chr7",76228748,76229535,-0.51,-0.7,-0.34,-0.36,0.893,1
"chr8",61863060,61863955,2.55,2.55,2.56,-0.01,0.893,1
"chr22",33414234,33414663,0.59,0.86,0.27,0.59,0.893,1
"chr4",156830873,156831092,0.1,-1.03,0.72,-1.75,0.893,1
"chr10",124291530,124291760,0.39,0.41,0.36,0.05,0.893,1
"chr19",42485983,42486271,-0.67,-0.66,-0.68,0.03,0.893,1
"chr17",35806227,35806601,0.68,0.71,0.66,0.05,0.893,1
"chr4",30381955,30382199,-0.34,-0.49,-0.21,-0.29,0.893,1
"chr5",113572804,113573157,0,-0.06,0.07,-0.13,0.893,1
"chr11",119226921,119227657,2.49,2.49,2.48,0.01,0.893,1
"chr8",9269844,9270361,1.3,1.53,1.02,0.51,0.893,1
"chr1",40839029,40840514,3.6,3.59,3.62,-0.03,0.893,1
"chr1",62857010,62857398,0.69,0.44,0.9,-0.45,0.893,1
"chr1",37019020,37019843,1.7,1.83,1.55,0.28,0.893,1
"chr10",33553034,33553654,1.94,2,1.87,0.12,0.893,1
"chr13",109160612,109161058,0.26,0.33,0.18,0.15,0.893,1
"chr1",38077188,38077584,-1.15,-1.08,-1.21,0.13,0.893,1
"chr13",110516927,110517290,-1.15,-1.08,-1.21,0.13,0.893,1
"chr15",69986695,69987042,-1.15,-1.08,-1.21,0.13,0.893,1
"chr17",63179030,63179245,-1.15,-1.08,-1.21,0.13,0.893,1
"chr4",78056045,78056378,-1.15,-1.08,-1.21,0.13,0.893,1
"chr4",79750763,79751165,-1.15,-1.08,-1.21,0.13,0.893,1
"chr9",129817130,129817475,-1.15,-1.08,-1.21,0.13,0.893,1
"chr1",232840436,232841682,1.11,1.12,1.11,0.01,0.893,1
"chr5",141603040,141603685,2.03,2.16,1.89,0.27,0.893,1
"chr10",29737896,29738338,0.19,0.07,0.3,-0.23,0.893,1
"chr2",43520868,43521564,2.11,2.29,1.9,0.39,0.893,1
"chr2",65414348,65414845,0.99,1.09,0.89,0.2,0.893,1
"chr3",180312738,180313118,0.37,0.64,0.05,0.59,0.893,1
"chr20",58100530,58101042,1.38,1.4,1.36,0.03,0.893,1
"chr1",199747294,199747612,-0.17,-0.08,-0.26,0.18,0.893,1
"chr8",129909271,129909791,0.47,0.63,0.3,0.33,0.893,1
"chr3",111487460,111487817,-0.06,-0.05,-0.06,0,0.893,1
"chr17",46922589,46922936,-1.13,-1.05,-1.21,0.16,0.893,1
"chr5",88363222,88363567,-1.13,-1.05,-1.21,0.16,0.893,1
"chr7",42241780,42242141,-1.13,-1.05,-1.21,0.16,0.893,1
"chrX",61793928,61795614,-1.13,-1.05,-1.21,0.16,0.893,1
"chr2",121837798,121838013,0.62,0.81,0.4,0.41,0.893,1
"chr14",74292299,74292690,0.52,0.68,0.34,0.34,0.893,1
"chr19",3721474,3721825,1.78,1.75,1.8,-0.04,0.893,1
"chr10",130569188,130570190,0.63,0.59,0.67,-0.08,0.893,1
"chr10",11957946,11958347,0.29,0.52,0.02,0.5,0.893,1
"chr13",114427754,114428914,1.67,1.82,1.51,0.31,0.893,1
"chr15",33570998,33572161,2.33,2.42,2.22,0.2,0.893,1
"chr10",128961911,128962245,0.15,0.2,0.1,0.1,0.893,1
"chr21",44865782,44866634,2.41,2.49,2.34,0.15,0.893,1
"chr4",77426020,77426428,0.12,0.03,0.2,-0.17,0.893,1
"chr12",50235951,50237074,2.63,2.73,2.54,0.19,0.893,1
"chr19",13318629,13319026,-0.72,-0.58,-0.87,0.28,0.893,1
"chr6",111963705,111964152,0.82,1.06,0.52,0.54,0.893,1
"chr17",36600385,36600717,1.06,1.11,1.01,0.1,0.893,1
"chr6",53849099,53849395,0.18,0.29,0.06,0.23,0.893,1
"chr17",78865234,78867132,3.79,3.82,3.77,0.05,0.893,1
"chr17",53828091,53829199,4.7,4.8,4.6,0.2,0.893,1
"chr4",147113120,147113555,0.05,0.19,-0.1,0.28,0.894,1
"chr1",32211236,32211593,0.03,-0.17,0.21,-0.38,0.894,1
"chr12",53253801,53254227,0.08,0.08,0.09,-0.01,0.894,1
"chr5",68303629,68303955,0.34,0.57,0.05,0.52,0.894,1
"chr5",6821010,6821345,0.01,0.12,-0.12,0.24,0.894,1
"chr7",11393668,11394023,-0.81,-0.9,-0.73,-0.17,0.894,1
"chr12",68461598,68462166,0.43,0.44,0.42,0.02,0.894,1
"chr2",234465813,234466244,0.34,0.6,0.03,0.56,0.894,1
"chr11",114068902,114069222,-0.16,0.18,-0.61,0.79,0.894,1
"chr13",39337881,39338389,0.42,0.56,0.28,0.28,0.894,1
"chr12",28763854,28764750,1.18,1.15,1.21,-0.07,0.894,1
"chr5",16744456,16744806,0.43,0.41,0.46,-0.05,0.894,1
"chr1",173031288,173031926,0.72,0.57,0.86,-0.29,0.894,1
"chr1",150487915,150488569,2.82,2.82,2.83,-0.01,0.894,1
"chr1",23145550,23145901,-1,-1.18,-0.83,-0.35,0.894,1
"chr6",84815866,84816214,-1,-1.18,-0.83,-0.35,0.894,1
"chr12",57545877,57546221,-0.64,-0.5,-0.79,0.29,0.894,1
"chr22",39162092,39162490,0.79,0.77,0.82,-0.05,0.894,1
"chr6",4647745,4648243,1.44,1.57,1.31,0.26,0.894,1
"chr15",74274714,74275890,1.78,1.84,1.73,0.11,0.894,1
"chr17",61594339,61594717,0.77,0.92,0.6,0.31,0.894,1
"chr7",155857190,155858047,1.43,1.48,1.38,0.1,0.894,1
"chr5",67404721,67405097,0.12,0.35,-0.14,0.49,0.894,1
"chr1",40420498,40421717,3.05,3.14,2.95,0.2,0.894,1
"chr1",76098074,76098406,0.57,0.77,0.33,0.44,0.894,1
"chr6",168093127,168093490,-0.48,-0.36,-0.62,0.26,0.894,1
"chr13",114064928,114065888,2.55,2.67,2.43,0.24,0.894,1
"chr3",82029783,82030362,0.58,0.73,0.41,0.31,0.894,1
"chr4",174130751,174131644,2.36,2.37,2.35,0.02,0.894,1
"chr1",16597584,16597943,-0.84,-0.64,-1.09,0.45,0.894,1
"chr11",124925257,124925457,-0.5,-0.7,-0.33,-0.37,0.894,1
"chr4",71587449,71588453,1.54,1.56,1.52,0.04,0.894,1
"chr12",53236578,53236999,-0.33,-0.77,0,-0.78,0.894,1
"chr8",66934436,66934781,0.4,0.48,0.32,0.16,0.894,1
"chr2",109663252,109663722,1.31,1.48,1.11,0.36,0.894,1
"chr5",130925245,130925677,0.12,0.01,0.22,-0.21,0.894,1
"chr12",118287365,118288210,1.05,1.08,1.02,0.07,0.894,1
"chr3",183797584,183797921,-0.29,-0.37,-0.22,-0.15,0.894,1
"chr2",234335233,234335492,-0.03,-0.09,0.03,-0.13,0.894,1
"chr15",93064694,93065200,1.31,1.5,1.09,0.41,0.894,1
"chr19",17535799,17536061,0.94,1.08,0.78,0.31,0.894,1
"chr7",153320286,153321162,-0.53,-0.69,-0.39,-0.31,0.894,1
"chr1",35063109,35063861,1.61,1.64,1.59,0.04,0.894,1
"chr3",11024502,11025243,1.31,1.39,1.23,0.16,0.894,1
"chr11",128588606,128589285,1.74,1.63,1.83,-0.2,0.894,1
"chr8",20042297,20042744,0.78,0.93,0.6,0.33,0.894,1
"chr5",145945305,145946086,1.91,2.12,1.67,0.46,0.894,1
"chr8",8207301,8208468,-0.19,-0.21,-0.17,-0.04,0.894,1
"chr20",9373706,9374502,1.36,1.5,1.19,0.31,0.894,1
"chr14",32475630,32476097,0.36,0.33,0.38,-0.05,0.894,1
"chr1",248569103,248570030,0.05,0.2,-0.13,0.33,0.894,1
"chr2",220138672,220139523,2.74,2.78,2.69,0.09,0.894,1
"chr19",5517385,5518559,-0.16,-0.37,0.02,-0.39,0.894,1
"chr5",156402727,156403199,0.28,0.36,0.2,0.16,0.894,1
"chr18",19577608,19578004,0.61,0.82,0.36,0.47,0.894,1
"chr8",94575118,94576257,0.67,0.38,0.91,-0.53,0.894,1
"chr2",18067866,18068817,-0.2,-0.21,-0.19,-0.02,0.894,1
"chr10",125938544,125938940,0.51,0.4,0.62,-0.23,0.894,1
"chr5",56598076,56598473,0.95,1.1,0.78,0.32,0.894,1
"chr11",14051060,14052182,1.4,1.44,1.35,0.09,0.894,1
"chr3",72812027,72812386,-0.84,-0.62,-1.1,0.48,0.894,1
"chr12",94558290,94558622,-0.98,-0.89,-1.07,0.18,0.894,1
"chr2",38613270,38613670,-0.98,-0.89,-1.07,0.18,0.894,1
"chrX",47945319,47946020,0.29,0.47,0.09,0.37,0.894,1
"chr19",49457767,49458755,2.54,2.5,2.57,-0.07,0.894,1
"chr11",16978185,16978747,0.32,0.4,0.24,0.15,0.894,1
"chr6",159338517,159339042,1.5,1.78,1.15,0.63,0.894,1
"chr19",10206626,10207253,2.71,2.76,2.65,0.11,0.894,1
"chr1",145292630,145293633,1.22,1.12,1.31,-0.18,0.894,1
"chr1",196348541,196348885,-0.92,-0.67,-1.22,0.55,0.894,1
"chr8",90270875,90271234,1.15,1.27,1.02,0.25,0.894,1
"chr9",97385559,97385905,0.44,0.46,0.42,0.04,0.894,1
"chr9",136314873,136315342,0.81,0.78,0.85,-0.07,0.894,1
"chr5",81134376,81134781,0.46,0.57,0.33,0.24,0.894,1
"chr18",832179,832535,0.75,0.93,0.54,0.38,0.894,1
"chr1",12091321,12091760,0.34,0.34,0.34,0,0.894,1
"chr4",157299258,157299699,0.17,0.35,-0.04,0.39,0.894,1
"chr11",103422177,103422537,-0.77,-0.47,-1.15,0.69,0.894,1
"chr2",219874936,219875273,0.41,0.5,0.32,0.18,0.894,1
"chr11",119429938,119430295,-0.98,-0.85,-1.12,0.27,0.894,1
"chr10",71777167,71777590,-0.15,-0.46,0.1,-0.56,0.894,1
"chr9",110763281,110764044,1.2,1.29,1.11,0.18,0.894,1
"chr1",27481211,27481990,1.95,2.01,1.89,0.12,0.894,1
"chr4",11220345,11220786,0.51,0.7,0.3,0.39,0.894,1
"chr4",9456456,9457204,-0.03,0.13,-0.21,0.34,0.894,1
"chr21",27227931,27228295,-1.1,-1.53,-0.78,-0.75,0.894,1
"chr7",56893768,56894439,-0.12,-0.43,0.14,-0.56,0.894,1
"chr21",40041080,40041527,0.37,0.4,0.33,0.08,0.894,1
"chr3",69021521,69021942,0.77,0.74,0.81,-0.06,0.894,1
"chr13",39703652,39704142,-0.52,-1.27,-0.03,-1.24,0.894,1
"chr17",81038780,81039146,1.56,1.5,1.61,-0.11,0.894,1
"chr19",47200353,47201092,2.44,2.48,2.41,0.08,0.894,1
"chr19",48793646,48794818,1.71,1.76,1.66,0.09,0.894,1
"chr14",40365146,40366243,-0.35,-0.48,-0.22,-0.25,0.894,1
"chr18",56735087,56735390,-0.15,0.02,-0.34,0.35,0.894,1
"chr3",49937875,49938549,2.77,2.74,2.8,-0.06,0.894,1
"chr4",143394875,143396107,2.96,2.94,2.98,-0.04,0.894,1
"chr3",43545623,43545983,-1.05,-0.96,-1.15,0.19,0.894,1
"chr20",52120054,52121057,0.12,0.04,0.2,-0.16,0.894,1
"chr3",114546383,114546718,0.11,0.24,-0.03,0.27,0.894,1
"chr6",145252478,145252957,0.96,1.11,0.79,0.32,0.894,1
"chr8",28943158,28944186,2.29,2.29,2.29,0,0.894,1
"chr1",163194042,163194389,-1.24,-1.18,-1.3,0.12,0.894,1
"chr10",19402584,19402934,-1.24,-1.18,-1.3,0.12,0.894,1
"chr10",85736939,85737270,-1.24,-1.18,-1.3,0.12,0.894,1
"chr10",93368770,93369115,-1.24,-1.18,-1.3,0.12,0.894,1
"chr12",80563825,80564170,-1.24,-1.18,-1.3,0.12,0.894,1
"chr16",26696489,26696702,-1.24,-1.18,-1.3,0.12,0.894,1
"chr18",46818515,46818896,-1.24,-1.18,-1.3,0.12,0.894,1
"chr19",50955577,50955916,-1.24,-1.18,-1.3,0.12,0.894,1
"chr2",212929554,212929917,-1.24,-1.18,-1.3,0.12,0.894,1
"chr22",28342942,28343142,-1.24,-1.18,-1.3,0.12,0.894,1
"chr3",94094317,94094526,-1.24,-1.18,-1.3,0.12,0.894,1
"chr4",94253261,94253624,-1.24,-1.18,-1.3,0.12,0.894,1
"chr6",158564177,158564523,-1.24,-1.18,-1.3,0.12,0.894,1
"chr7",50027171,50027525,-1.24,-1.18,-1.3,0.12,0.894,1
"chr9",37701341,37701685,-1.24,-1.18,-1.3,0.12,0.894,1
"chrX",141976316,141977317,-1.24,-1.18,-1.3,0.12,0.894,1
"chr4",102314369,102314758,0.55,0.88,0.11,0.77,0.894,1
"chr8",144940215,144940834,1.8,1.83,1.78,0.05,0.894,1
"chr6",138610949,138611277,0.75,0.79,0.71,0.08,0.894,1
"chr3",185695129,185695646,0.67,0.52,0.8,-0.29,0.894,1
"chr4",164113136,164113602,1.2,1.5,0.81,0.68,0.894,1
"chr7",46793916,46794248,0.53,0.54,0.51,0.03,0.894,1
"chr15",95754372,95755464,-0.49,-0.33,-0.67,0.34,0.894,1
"chr12",104179234,104179852,0.7,1,0.31,0.7,0.894,1
"chr22",30591891,30592828,2,2.07,1.93,0.13,0.894,1
"chr22",23333367,23333740,-0.64,-1.53,-0.1,-1.43,0.894,1
"chr8",26519366,26519755,0.89,0.95,0.83,0.12,0.894,1
"chr8",144286751,144287738,-0.09,-0.4,0.16,-0.56,0.894,1
"chr2",57992402,57993462,0.18,0.2,0.16,0.04,0.894,1
"chr3",187778925,187779343,0.76,0.75,0.78,-0.03,0.894,1
"chr17",42215452,42215936,2.37,2.4,2.33,0.07,0.895,1
"chr1",172398505,172398878,0.52,0.5,0.54,-0.03,0.895,1
"chr5",55199158,55199580,0.38,0.3,0.45,-0.15,0.895,1
"chr19",45430083,45430773,1.21,1.31,1.1,0.21,0.895,1
"chr1",235829520,235830092,-0.62,-1.22,-0.2,-1.02,0.895,1
"chr4",96086999,96087469,0.97,1.25,0.62,0.63,0.895,1
"chr3",40471132,40471497,-0.55,-1.05,-0.18,-0.87,0.895,1
"chrX",68335907,68336235,-0.48,-0.55,-0.42,-0.13,0.895,1
"chr17",71653592,71654080,1,1.04,0.95,0.09,0.895,1
"chr3",139180658,139181587,1.09,1.19,0.99,0.2,0.895,1
"chr22",27566427,27566893,-0.07,-0.01,-0.14,0.13,0.895,1
"chr2",216946102,216946784,2.93,2.99,2.86,0.12,0.895,1
"chr6",54835018,54835576,0.88,0.84,0.92,-0.08,0.895,1
"chr13",36497488,36498274,0.88,1.07,0.67,0.4,0.895,1
"chr1",55137704,55138015,0.47,0.38,0.56,-0.19,0.895,1
"chr1",11961479,11961890,0.48,0.6,0.36,0.24,0.895,1
"chr16",29801408,29802311,3.27,3.34,3.21,0.13,0.895,1
"chr2",53580325,53580916,0.94,1.14,0.72,0.42,0.895,1
"chr8",23153704,23154193,0.77,0.85,0.69,0.16,0.895,1
"chr19",50220688,50221213,1.14,1.32,0.93,0.38,0.895,1
"chr16",22428918,22429388,-0.72,-0.6,-0.85,0.25,0.895,1
"chr3",181835908,181836246,-0.27,-0.51,-0.06,-0.46,0.895,1
"chr12",115237355,115237878,1.54,1.53,1.54,-0.01,0.895,1
"chr1",187439540,187440680,-0.55,-0.93,-0.25,-0.68,0.895,1
"chr18",67602491,67603176,1.38,1.6,1.14,0.46,0.895,1
"chr3",131299087,131299446,-0.6,-0.44,-0.79,0.36,0.895,1
"chr10",79401520,79401916,0.71,0.81,0.61,0.2,0.895,1
"chr13",41976855,41977367,0.61,0.56,0.66,-0.1,0.895,1
"chr19",34767581,34768126,0.37,0.23,0.5,-0.27,0.895,1
"chr12",50595720,50596318,0.77,0.8,0.74,0.05,0.895,1
"chr12",3769839,3770202,-0.15,-0.77,0.29,-1.06,0.895,1
"chr1",172321025,172322070,2.05,2.05,2.05,0,0.895,1
"chr10",27716766,27717113,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr11",29747415,29747763,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr11",43373301,43373747,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr11",76659118,76659462,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr13",36148843,36149199,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr13",83329513,83329731,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr2",39701621,39701970,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr2",51683769,51684125,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr2",173507381,173507752,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr2",236537768,236538107,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr3",4325971,4326320,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr4",151294129,151294498,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr5",58722662,58723150,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr5",154831628,154831963,-1.21,-1.53,-0.95,-0.58,0.895,1
"chrX",62059915,62061243,-1.21,-1.53,-0.95,-0.58,0.895,1
"chr11",64109695,64110472,2.78,2.86,2.69,0.17,0.895,1
"chr8",59634228,59634528,0.65,0.67,0.63,0.04,0.895,1
"chr5",150169706,150170311,2.15,2.32,1.96,0.36,0.895,1
"chr10",32702498,32702754,0.22,0.13,0.3,-0.16,0.895,1
"chr12",923330,924099,0.53,0.87,0.09,0.78,0.895,1
"chr19",30379745,30380364,-0.01,-0.28,0.21,-0.49,0.895,1
"chr12",104816527,104817596,1.68,1.54,1.81,-0.27,0.895,1
"chrX",37355019,37355404,-0.45,-0.41,-0.48,0.07,0.895,1
"chr15",70785011,70785450,1.06,1.29,0.79,0.5,0.895,1
"chr19",8115265,8115970,1.64,1.7,1.56,0.14,0.895,1
"chr1",157459116,157460822,2.88,2.87,2.88,-0.01,0.895,1
"chr5",138774674,138775496,3.07,3.03,3.11,-0.09,0.895,1
"chr8",129526890,129527628,1.34,1.43,1.24,0.2,0.895,1
"chr4",154050465,154051015,0.06,0.24,-0.14,0.38,0.895,1
"chr2",121621286,121621794,0.7,0.7,0.71,-0.01,0.895,1
"chr1",17256104,17256939,0.77,0.78,0.77,0.02,0.895,1
"chr1",11002074,11002440,0.49,0.66,0.31,0.35,0.895,1
"chr2",20981374,20981747,0.4,0.55,0.24,0.31,0.895,1
"chr7",65227592,65228158,-0.75,-1.36,-0.32,-1.05,0.895,1
"chr1",165373096,165373539,1.22,1.41,1,0.42,0.895,1
"chr1",76734911,76735249,-0.14,0.02,-0.33,0.34,0.895,1
"chr3",11330705,11331128,0.69,0.67,0.7,-0.03,0.895,1
"chr1",9902886,9903983,1.99,1.9,2.08,-0.18,0.895,1
"chr5",76163668,76164662,1.75,1.77,1.73,0.04,0.895,1
"chr10",73162312,73163215,-1.14,-1.08,-1.21,0.13,0.895,1
"chr2",76769878,76770251,-1.14,-1.08,-1.21,0.13,0.895,1
"chr17",20077863,20078413,0.65,0.64,0.66,-0.02,0.895,1
"chr3",4872817,4873200,0.05,-0.23,0.28,-0.51,0.895,1
"chr17",79918996,79919444,1.63,1.77,1.47,0.29,0.895,1
"chr6",9516246,9516875,1.25,1.3,1.2,0.1,0.895,1
"chr10",34973447,34973989,0.46,0.51,0.41,0.11,0.895,1
"chr1",113992231,113993650,1.37,1.22,1.5,-0.28,0.895,1
"chr2",158291178,158291533,-0.79,-0.55,-1.07,0.53,0.895,1
"chr15",100337294,100338085,-0.55,-0.86,-0.29,-0.57,0.895,1
"chr4",169737905,169738273,0.66,0.48,0.81,-0.33,0.895,1
"chr6",119949448,119950552,0.96,0.9,1.03,-0.13,0.895,1
"chr1",67955371,67955753,-0.12,-0.15,-0.09,-0.06,0.895,1
"chr7",43180624,43181396,1.47,1.66,1.25,0.41,0.895,1
"chr16",66614548,66614892,-0.23,-0.15,-0.31,0.16,0.895,1
"chr18",44626564,44626945,0.37,0.55,0.16,0.39,0.895,1
"chr8",128598200,128598686,0.65,0.81,0.47,0.34,0.895,1
"chr1",79545440,79545902,0.3,0.29,0.32,-0.02,0.895,1
"chr2",87580968,87581949,-0.12,-0.3,0.03,-0.34,0.895,1
"chr10",124868839,124869238,0.32,0.27,0.36,-0.09,0.895,1
"chr11",3631041,3631350,0.36,0.43,0.27,0.16,0.895,1
"chr14",76111217,76111570,-0.63,-0.38,-0.93,0.56,0.895,1
"chr11",131610674,131611262,-0.42,-0.17,-0.71,0.55,0.895,1
"chr11",101750902,101751416,0.91,1.09,0.71,0.38,0.895,1
"chr2",8211577,8211924,-1.18,-1.05,-1.31,0.26,0.895,1
"chr7",80781139,80781490,-1.18,-1.05,-1.31,0.26,0.895,1
"chr19",33751710,33752069,0.15,0,0.28,-0.28,0.895,1
"chr17",79302583,79304308,3.74,3.75,3.73,0.02,0.895,1
"chr11",69081041,69081410,-1.09,-1.05,-1.13,0.08,0.895,1
"chr17",60498757,60499095,0.53,0.57,0.5,0.07,0.895,1
"chr10",126277515,126277772,0.66,0.62,0.7,-0.08,0.895,1
"chr13",29050248,29050744,0.31,0.36,0.25,0.11,0.895,1
"chr20",8136916,8137781,2.17,2.25,2.09,0.16,0.895,1
"chr12",123436816,123437193,0.92,1.03,0.8,0.23,0.895,1
"chr19",46919651,46920134,0.91,1.03,0.79,0.24,0.895,1
"chr9",84416255,84416719,0.2,0.22,0.17,0.06,0.895,1
"chr12",101271564,101271942,0.08,0.35,-0.27,0.62,0.895,1
"chr6",34121696,34122918,2.07,1.97,2.15,-0.19,0.895,1
"chr20",56039937,56040416,0.88,0.97,0.78,0.19,0.895,1
"chr1",17306550,17307412,1.89,1.96,1.82,0.13,0.895,1
"chr2",178770526,178771227,1.5,1.72,1.24,0.48,0.895,1
"chr22",17418336,17418682,-0.95,-0.79,-1.12,0.32,0.896,1
