"combineID"	"logFC"	"P.Value"	"adj.P.Val"	"Gene.symbol"	"GSE41258"	"GSE14297"	"GSE35834"
"gene_2303"	0.0531402219337579	0.784793614007934	0.921860608033483	"CACNB2"	"213714_at"	4890021	"783_at"
"gene_15490"	-0.0302925970573863	0.78488928403551	0.921860608033483	"S100A12"	"205863_at"	10279	"6283_at"
"gene_3477"	0.0253776644826289	0.784946860856377	0.921860608033483	"CLK2"	"203229_s_at"	1300048	"1196_at"
"gene_4171"	0.0257254662466528	0.78495569069946	0.921860608033483	"CUL2"	"203078_at"	160201	"8453_at"
"gene_12684"	0.0370330675401229	0.784977904143313	0.921860608033483	"PEX1"	"204873_at"	2190082	"5189_at"
"gene_19737"	-0.0323602895034322	0.785114718890051	0.921906047392665	"ZBTB39"	"205256_at"	1570110	"9880_at"
"gene_8568"	0.0442162358443665	0.785139092580825	0.921906047392665	"ITSN1"	"207322_at"	2900440	"6453_at"
"gene_16034"	0.0474795835166661	0.785431488408443	0.922177438652409	"SIPA1L1"	"202254_at"	150196	"26037_at"
"gene_2845"	0.0194694624683789	0.78550558778798	0.922192505060812	"CD63"	"200663_at"	1430133	"967_at"
"gene_4981"	-0.0242085380831331	0.785829057897115	0.922308824173396	"DTX2"	"215732_s_at"	2360450	"113878_at"
"gene_2953"	0.0221062500085148	0.785849220399691	0.922308824173396	"CDC42EP4"	"214721_x_at"	4070544	"23580_at"
"gene_11469"	-0.0232970550607805	0.786003328928218	0.922308824173396	"NR2C1"	"204791_at"	270097	"7181_at"
"gene_8444"	0.0344192145534106	0.786013551893081	0.922308824173396	"ISG15"	"205483_s_at"	1070528	"9636_at"
"gene_5961"	0.0391586816291976	0.78604884005284	0.922308824173396	"FCGR2A"	"203561_at"	2100100	"2212_at"
"gene_4232"	-0.0185203255843906	0.786049029362378	0.922308824173396	"CYB561D2"	"209665_at"	360768	"11068_at"
"gene_7332"	-0.0449364933232743	0.786081795604422	0.922308824173396	"HABP4"	"209818_s_at"	3440343	"22927_at"
"gene_13486"	0.0372485906855575	0.786094864823312	0.922308824173396	"PPP1R3D"	"204555_s_at"	6400064	"5509_at"
"gene_4122"	-0.0259389389070973	0.786160809093824	0.922314302297759	"CTNND1"	"208407_s_at"	380315	"1500_at"
"gene_10419"	-0.0426302871286812	0.786271796890814	0.922372619967308	"MMP19"	"204575_s_at"	6940079	"4327_at"
"gene_15064"	0.028803250953286	0.786433615972615	0.922440605693362	"RPL13A"	"212790_x_at"	6510309	"26816_at"
"gene_14057"	-0.0365685414394532	0.786452318154592	0.922440605693362	"PTP4A3"	"206574_s_at"	4230241	"11156_at"
"gene_2946"	0.0270106038133411	0.78660045141779	0.922542464916673	"CDC42BPB"	"217849_s_at"	3130102	"9578_at"
"gene_11886"	0.0223893294282367	0.786665444083972	0.922546806727849	"OSBP"	"201800_s_at"	6760441	"5007_at"
"gene_14637"	-0.0306183341688917	0.786823768764763	0.922614565351247	"RBPMS"	"207836_s_at"	5690504	"11030_at"
"gene_13426"	-0.0182426354474181	0.786845812876293	0.922614565351247	"PPIE"	"210502_s_at"	450546	"10450_at"
"gene_329"	-0.025439103399724	0.78709216783469	0.922831539978794	"ACTR8"	"218658_s_at"	3870204	"93973_at"
"gene_16509"	-0.0434237920464964	0.787341415233774	0.923051871804562	"SLIT3"	"216216_at"	5890398	"6586_at"
"gene_3617"	-0.0328103535429109	0.787498671062021	0.92312954157485	"CNTNAP2"	"219302_s_at"	5890273	"26047_at"
"gene_3788"	-0.0196405002268918	0.787530324432809	0.92312954157485	"COX6A2"	"206353_at"	7210278	"1339_at"
"gene_11001"	-0.0632911220256832	0.787693980419257	0.923153950545589	"NDUFA5"	"215850_s_at"	4210364	"4698_at"
"gene_12831"	-0.0287216443875174	0.787698070565887	0.923153950545589	"PHLDB1"	"212134_at"	2680100	"23187_at"
"gene_8585"	-0.0308933027764859	0.787735140898721	0.923153950545589	"JAG1"	"216268_s_at"	610056	"182_at"
"gene_3546"	0.0327444087921782	0.787866927815583	0.923207496673858	"CNGA1"	"206417_at"	3140630	"1259_at"
"gene_12377"	0.0429190601452005	0.787940787391797	0.923207496673858	"PCSK1N"	"218952_at"	7160066	"27344_at"
"gene_16897"	-0.0363244772179783	0.787964835886862	0.923207496673858	"SPAG6"	"210033_s_at"	990136	"9576_at"
"gene_8965"	-0.0438637778049084	0.788061150199603	0.923217388032034	"KLHL22"	"221838_at"	5960164	"84861_at"
"gene_10237"	-0.023736102718751	0.788142813880537	0.923217388032034	"METAP2"	"209861_s_at"	4860551	"10988_at"
"gene_15498"	-0.054592297060243	0.788157283830164	0.923217388032034	"S100A8"	"214370_at"	6280576	"6279_at"
"gene_6605"	-0.0244324279581496	0.788222700214989	0.923222168207611	"GEMIN6"	"219539_at"	840681	"79833_at"
"gene_18239"	-0.0258469402594687	0.788429433954357	0.923337928936149	"TMEM70"	"219448_at"	1030082	"54968_at"
"gene_14393"	0.0469513730675812	0.78844422007815	0.923337928936149	"RAD23B"	"214422_at"	1690739	"5887_at"
"gene_8551"	0.0532199630029669	0.788509956947592	0.923343073905022	"ITPR2"	"211360_s_at"	2850377	"3709_at"
"gene_4238"	0.0216654815808322	0.788583690902031	0.923357581910337	"CYB5R3"	"201885_s_at"	2490678	"1727_at"
"gene_16802"	-0.0223145316410267	0.788728373609201	0.923455155535601	"SON"	"214988_s_at"	4560136	"6651_at"
"gene_19034"	-0.0296710184508171	0.788837122395173	0.923457770899843	"UBOX5"	"215544_s_at"	110202	"22888_at"
"gene_17511"	0.0399825542190692	0.788868496610745	0.923457770899843	"SYNJ2"	"210612_s_at"	5900592	"8871_at"
"gene_6347"	-0.0413036072025707	0.788914660908922	0.923457770899843	"FZD7"	"203706_s_at"	110343	"8324_at"
"gene_5917"	0.0298243409607594	0.789017617363874	0.923474728875542	"FBXO3"	"218432_at"	3400301	"26273_at"
"gene_17461"	-0.0440433117734557	0.789064777856184	0.923474728875542	"SYDE1"	"212962_at"	7550358	"85360_at"
"gene_18979"	-0.0371732521573568	0.789113205075553	0.923474728875542	"UBE2H"	"221962_s_at"	290360	"7328_at"
"gene_5157"	0.0207279582087186	0.789231872661702	0.923517441490052	"EEF1D"	"214395_x_at"	6330441	"1936_at"
"gene_1018"	-0.018243266963415	0.78934968485372	0.923517441490052	"AP2A2"	"215764_x_at"	1090162	"161_at"
"gene_4699"	0.0241164283212436	0.789364425891646	0.923517441490052	"DLGAP4"	"202571_s_at"	6280209	"22839_at"
"gene_14715"	0.0269663688138973	0.78939512371851	0.923517441490052	"RERE"	"200940_s_at"	1820767	"473_at"
"gene_18540"	-0.0328104311978478	0.789556784688825	0.923634780689841	"TRAM1"	"210733_at"	1820373	"23471_at"
"gene_4100"	0.0391688136148578	0.789625489731878	0.923643368934118	"CTH"	"206085_s_at"	6040601	"1491_at"
"gene_10212"	-0.0369420491253329	0.789761982372611	0.923731242417634	"MEFV"	"208262_x_at"	3390021	"4210_at"
"gene_14514"	-0.0300242114315342	0.789835910286168	0.923745930196379	"RASAL2"	"219026_s_at"	770398	"9462_at"
"gene_18802"	0.029989677224013	0.789900241609253	0.923749392953343	"TST"	"209605_at"	2600743	"7263_at"
"gene_6533"	-0.0239518103228852	0.790073247158619	0.923824692939289	"GATA6"	"210002_at"	6020035	"2627_at"
"gene_16597"	-0.0226388183421617	0.790093593979586	0.923824692939289	"SMG6"	"220347_at"	5570132	"23293_at"
"gene_8159"	-0.0201407579420536	0.790148757434255	0.923824692939289	"IKBKE"	"204549_at"	4280711	"9641_at"
"gene_10627"	-0.0214385237084891	0.790252040087155	0.923873686011018	"MTAP"	"211364_at"	4230541	"4507_at"
"gene_2956"	-0.0250217607927827	0.790429086259904	0.923974940449887	"CDC42SE1"	"218157_x_at"	780324	"56882_at"
"gene_1300"	-0.0199542236113935	0.790461420952245	0.923974940449887	"ARL8B"	"217852_s_at"	3190703	"55207_at"
"gene_5351"	0.0445075401168035	0.790585878555564	0.924048660041804	"ELF4"	"203490_at"	6760347	"2000_at"
"gene_15019"	-0.0366107805607493	0.790703452140229	0.924054305934018	"RORC"	"206419_at"	2690682	"6097_at"
"gene_2128"	-0.0386938768564302	0.790740466830947	0.924054305934018	"BTD"	"214117_s_at"	460592	"686_at"
"gene_19267"	0.0369679917275926	0.790792261272047	0.924054305934018	"VAC14"	"216407_at"	1740152	"55697_at"
"gene_5544"	0.0259250283302755	0.790836272192534	0.924054305934018	"EPS15"	"217886_at"	4860072	"2060_at"
"gene_19618"	0.0283697136147333	0.790912216666588	0.924071309886321	"XPC"	"209375_at"	290189	"7508_at"
"gene_17230"	-0.0386783284132406	0.791098560858338	0.924217287957133	"STARD8"	"206868_at"	4490709	"9754_at"
"gene_1543"	0.0409820944739206	0.791193224387138	0.924256143847513	"ATP2B2"	"204685_s_at"	1450327	"491_at"
"gene_20072"	-0.0176860201432599	0.791412409856963	0.924321729259723	"ZNF672"	"218068_s_at"	870463	"79894_at"
"gene_6120"	0.0506569532663495	0.791457946470715	0.924321729259723	"FLNA"	"213746_s_at"	1820291	"2316_at"
"gene_11960"	0.0188969290877442	0.791496016113026	0.924321729259723	"P4HB"	"200654_at"	3520072	"5034_at"
"gene_4567"	0.0226924353747188	0.791516538830628	0.924321729259723	"DGKD"	"208072_s_at"	6110471	"8527_at"
"gene_15445"	-0.0590882461515907	0.79155641045428	0.924321729259723	"RUNX1"	"211182_x_at"	2100427	"80215_at"
"gene_50"	0.0285439271178596	0.791681397613183	0.92439596593543	"ABCB6"	"203191_at"	6400612	"10058_at"
"gene_3515"	-0.0166970756237869	0.791751780519967	0.924406438131131	"CLTA"	"216295_s_at"	6370730	"1211_at"
"gene_19493"	-0.0198407709497692	0.791850981366626	0.924450552356353	"WDR74"	"221712_s_at"	3390603	"54663_at"
"gene_19358"	-0.025326809949652	0.792115826671216	0.92468802722624	"VPS13A"	"213686_at"	3290681	"23230_at"
"gene_3786"	-0.0606357772257322	0.792191002917929	0.924704069478144	"COX5B"	"213736_at"	1500670	"1329_at"
"gene_3978"	-0.0220899510332883	0.792369873895341	0.924779972229663	"CSF1"	"211839_s_at"	1110068	"1435_at"
"gene_9424"	-0.0283419645257067	0.792477824845404	0.924779972229663	"LONRF3"	"220009_at"	70192	"79836_at"
"gene_7506"	-0.0275371424779265	0.79249701959741	0.924779972229663	"HIBCH"	"213374_x_at"	1740392	"26275_at"
"gene_10436"	-0.054957948924843	0.792501784599417	0.924779972229663	"MMRN1"	"205612_at"	940328	"22915_at"
"gene_3846"	-0.0229382692118314	0.792904486955865	0.925038009524336	"CPT1A"	"203633_at"	1660019	"1374_at"
"gene_1306"	0.0231662288094692	0.792907223181977	0.925038009524336	"ARMC8"	"203487_s_at"	5900008	"25852_at"
"gene_4186"	-0.0305044351387461	0.792941520566722	0.925038009524336	"CUL5"	"203533_s_at"	70189	"8065_at"
"gene_19183"	0.0327192918128938	0.793023838207567	0.925038009524336	"USP22"	"216964_at"	6560438	"23326_at"
"gene_9618"	0.0412088405454196	0.793030193655463	0.925038009524336	"LYPD3"	"204952_at"	2000497	"27076_at"
"gene_10948"	-0.0272915304965325	0.793111291433602	0.92505329937423	"NCL"	"200610_s_at"	4760424	"654321_at"
"gene_5058"	-0.0419547400951707	0.793166215899802	0.92505329937423	"DYRK1B"	"217270_s_at"	5090661	"9149_at"
"gene_10465"	0.0315896871197126	0.793401857586541	0.925202025498682	"MOSPD2"	"64883_at"	7610243	"158747_at"
"gene_163"	-0.0304312898942034	0.793422918442283	0.925202025498682	"ABO"	"214504_at"	5550603	"28_at"
"gene_5926"	-0.0193291408909604	0.793478138929211	0.925202025498682	"FBXO42"	"47773_at"	290477	"54455_at"
"gene_15883"	0.0299499196918503	0.793644760841731	0.925267707538954	"SFRP1"	"202037_s_at"	7550025	"6422_at"
"gene_10356"	0.0516477677361506	0.793695220948121	0.925267707538954	"MLF1"	"204782_at"	4150196	"4291_at"
"gene_15130"	-0.0179382406352899	0.793774468847247	0.925267707538954	"RPL3"	"211666_x_at"	1500437	"26807_at"
"gene_15405"	-0.0519565266040792	0.793780355265116	0.925267707538954	"RUNX1"	"209360_s_at"	2100427	"861_at"
"gene_9406"	-0.023194874950368	0.793953755917609	0.92537627529786	"LMNA"	"203411_s_at"	1940082	"4000_at"
"gene_1461"	-0.0448968351222414	0.793996451997865	0.92537627529786	"ATG16L1"	"220521_s_at"	4760575	"677775_at"
"gene_14230"	0.0251954378195976	0.794101163167231	0.925426657478567	"QKI"	"212263_at"	1660746	"9444_at"
"gene_3243"	-0.0197297330046117	0.794176851639528	0.925443212114127	"CHAD"	"206869_at"	7100592	"1101_at"
"gene_4811"	-0.027789908120586	0.794406231476124	0.925552639464901	"DNASE2"	"209831_x_at"	6280243	"1777_at"
"gene_11810"	0.0781928682132247	0.794412801433402	0.925552639464901	"OMD"	"205908_s_at"	6520471	"4958_at"
"gene_19148"	-0.0535857794600308	0.79458139526729	0.925552639464901	"USH2A"	"207706_at"	2600128	"7399_at"
"gene_19734"	-0.0338433121002103	0.794643745330841	0.925552639464901	"ZBTB25"	"214482_at"	5490086	"7597_at"
"gene_12646"	-0.0589521724092176	0.794662087793824	0.925552639464901	"PDZRN4"	"220595_at"	60273	"29951_at"
"gene_8960"	-0.0224022514590298	0.794683399387701	0.925552639464901	"KLHL20"	"204177_s_at"	5090201	"27252_at"
"gene_17169"	-0.0228436057552284	0.794701190037495	0.925552639464901	"ST13"	"208667_s_at"	6860022	"6767_at"
"gene_6323"	-0.0336699516597549	0.794970981896574	0.925609987893204	"FXYD6"	"217897_at"	1340523	"53826_at"
"gene_7013"	-0.0231678787110175	0.794976659722053	0.925609987893204	"GPR137"	"43934_at"	4730608	"56834_at"
"gene_3745"	-0.0173074921760131	0.794991340235931	0.925609987893204	"COPS7A"	"209029_at"	1660494	"50813_at"
"gene_16282"	0.0315589023414395	0.794996407353398	0.925609987893204	"SLC29A2"	"204717_s_at"	2060458	"3177_at"
"gene_2453"	0.0408150423307608	0.795126662220879	0.925684288258097	"CAPN3"	"211890_x_at"	1230521	"825_at"
"gene_15305"	0.0306774774229246	0.795183221311267	0.925684288258097	"RRAS"	"212647_at"	1690521	"6237_at"
"gene_11935"	-0.0352411944097216	0.795406584117528	0.925745807505206	"OXT"	"207576_x_at"	5670196	"5020_at"
"gene_13703"	-0.0178647733394261	0.795416022987895	0.925745807505206	"PRMT2"	"202098_s_at"	7560072	"3275_at"
"gene_16514"	-0.0207286925421194	0.795420577229925	0.925745807505206	"SLN"	"205374_at"	1170719	"6588_at"
"gene_582"	0.0310297984272834	0.795547502512753	0.925821942772689	"AHDC1"	"205002_at"	1010463	"27245_at"
"gene_2857"	-0.0278896943875385	0.795616539045946	0.92583070318667	"CD82"	"203904_x_at"	6770594	"3732_at"
"gene_15978"	0.0185002429995422	0.795983765895407	0.926186428900562	"SHC1"	"214853_s_at"	3360392	"6464_at"
"gene_12694"	0.0243982214518577	0.796105113236371	0.926256022604457	"PEX14"	"33760_at"	5960630	"5195_at"
"gene_19987"	-0.0222364147797762	0.796237046070491	0.926304352686611	"ZNF350"	"219266_at"	840180	"59348_at"
"gene_328"	-0.0254647482303142	0.79627414092779	0.926304352686611	"ACTR6"	"218395_at"	4210376	"64431_at"
"gene_5310"	0.0259968970934493	0.796331273170658	0.926304352686611	"EIF5"	"208708_x_at"	6520681	"1983_at"
"gene_2064"	-0.0181172782419319	0.796704504749309	0.926613232171288	"BRD4"	"202103_at"	7150079	"23476_at"
"gene_18926"	-0.0166885321971298	0.79676160085049	0.926613232171288	"UBAP1"	"221490_at"	830390	"51271_at"
"gene_13260"	0.0322416223732633	0.796781495083244	0.926613232171288	"POLDIP3"	"210583_at"	6270300	"84271_at"
"gene_15435"	0.0421337581393733	0.797160674951299	0.926982577206965	"RUNX1"	"211179_at"	2100427	"861_at"
"gene_18077"	-0.0201313517491355	0.797288249922107	0.927014237914693	"TKTL1"	"214183_s_at"	4570703	"8277_at"
"gene_2041"	0.0274801621611785	0.797311076537577	0.927014237914693	"BOK"	"221454_at"	7380678	"666_at"
"gene_5988"	-0.0225692207915549	0.797747381670726	0.927449879424405	"FEM1C"	"213341_at"	360204	"56929_at"
"gene_7617"	-0.0202729385099564	0.797972660099091	0.927640135913772	"HLCS"	"209399_at"	1410324	"3141_at"
"gene_12879"	-0.0198013762399486	0.79809182693335	0.927707018225406	"PIGF"	"205077_s_at"	4220440	"5281_at"
"gene_9148"	0.0160113790771486	0.79820221083151	0.927763681655281	"LAMP1"	"201553_s_at"	50156	"3916_at"
"gene_5357"	0.0180949770050277	0.798292157489151	0.927775295629096	"ELK1"	"203617_x_at"	3190754	"2002_at"
"gene_16689"	-0.0271084033502797	0.798335478938882	0.927775295629096	"SNRPB2"	"202505_at"	2760470	"6629_at"
"gene_5524"	0.0216580928339494	0.798560155746103	0.927872613642052	"EPM2A"	"216079_at"	10289	"7957_at"
"gene_16613"	0.029921806108792	0.798592530397455	0.927872613642052	"SMPD3"	"219695_at"	5670632	"55512_at"
"gene_7659"	0.032549349614667	0.79869302728006	0.927872613642052	"HNF4A"	"214851_at"	510288	"3172_at"
"gene_12959"	-0.0183841173677635	0.798919380244081	0.927872613642052	"PIP5K1B"	"217477_at"	2100612	"116224_at"
"gene_20116"	0.0283247096604666	0.798981355512688	0.927872613642052	"ZSCAN2"	"220516_at"	4120142	"54993_at"
"gene_17907"	-0.0432142372365552	0.799003797716302	0.927872613642052	"TFIP11"	"202751_at"	2320520	"24144_at"
"gene_781"	0.0208746780424772	0.799010351074259	0.927872613642052	"ALDOA"	"200966_x_at"	450754	"226_at"
"gene_13091"	0.0276077235138057	0.799081382031601	0.927872613642052	"PLAUR"	"210845_s_at"	3710379	"5329_at"
"gene_1154"	-0.0153703753638092	0.799149432532629	0.927872613642052	"APTX"	"218527_at"	2070019	"54840_at"
"gene_6470"	-0.0480243921975605	0.799169073049513	0.927872613642052	"GAP43"	"216967_at"	4590598	"2596_at"
"gene_7369"	-0.0277634567517959	0.799169684059707	0.927872613642052	"HBEGF"	"222076_at"	830639	"1839_at"
"gene_6406"	-0.0416045997359376	0.799203980666998	0.927872613642052	"GAD1"	"206670_s_at"	290767	"2571_at"
"gene_16917"	-0.028587883378597	0.799220597652751	0.927872613642052	"SPATA2"	"204433_s_at"	670626	"9825_at"
"gene_3704"	0.0273184898072786	0.799354428004842	0.927956412951479	"COL8A2"	"52651_at"	1030138	"1296_at"
"gene_15394"	-0.0321361386139073	0.799776803374833	0.928369006689666	"RUNX1"	"210365_at"	460341	"861_at"
"gene_9550"	0.049701653308479	0.799833196834413	0.928369006689666	"LSS"	"211018_at"	4850202	"4047_at"
"gene_7656"	-0.0460325959526968	0.800004759210625	0.928411526398862	"HNF4A"	"214832_at"	5690152	"3172_at"
"gene_997"	0.02434733552428	0.800004848813084	0.928411526398862	"AP1G2"	"201613_s_at"	2690114	"84502_at"
"gene_19652"	-0.0276938170548565	0.800115057990789	0.928411526398862	"YEATS4"	"218911_at"	360397	"8089_at"
"gene_18394"	-0.0205429656702016	0.800116550654135	0.928411526398862	"TOB2"	"222243_s_at"	870093	"10766_at"
"gene_14228"	0.0293107390542489	0.800251908302501	0.928453471140322	"QKI"	"212265_at"	1660746	"9444_at"
"gene_12347"	0.022542285631729	0.80027606527867	0.928453471140322	"PCGF1"	"210022_at"	3840242	"84759_at"
"gene_2843"	0.0290659138095178	0.800373266501851	0.928494674943034	"CD6"	"208602_x_at"	4850192	"923_at"
"gene_13536"	0.0251752539332419	0.800536771193088	0.928612783600367	"PPP2R5A"	"202187_s_at"	650767	"5525_at"
"gene_5708"	-0.0347462240457417	0.800659354939084	0.928683409920867	"EXOC7"	"212035_s_at"	4280441	"23265_at"
"gene_18062"	-0.0214397291620663	0.800853678961474	0.92883723036894	"TIPRL"	"214773_x_at"	4590113	"261726_at"
"gene_795"	-0.0211626059552345	0.801210580825991	0.92907167727178	"ALKBH1"	"205621_at"	650279	"8846_at"
"gene_12105"	0.0215208274567054	0.801221050450243	0.92907167727178	"PARVB"	"37966_at"	1740630	"29780_at"
"gene_224"	-0.0299952184016846	0.801240994064907	0.92907167727178	"ACOX1"	"213501_at"	4010048	"51_at"
"gene_15237"	-0.0188358365743531	0.801921241319408	0.929788824860555	"RPS20"	"214003_x_at"	1570300	"6224_at"
"gene_6395"	-0.0397071804540975	0.802072162437809	0.929892181238072	"GABRD"	"208457_at"	2490025	"2563_at"
"gene_1367"	0.0160153765265517	0.802192869842764	0.929900281755465	"ARVCF"	"205784_x_at"	3400220	"421_at"
"gene_11046"	0.0223950668756459	0.802202707852426	0.929900281755465	"NEBL"	"203961_at"	3120187	"10529_at"
"gene_12874"	-0.0325294397269518	0.802521806723527	0.930198539565881	"PIGC"	"216593_s_at"	360544	"5279_at"
"gene_3494"	0.0232625922342756	0.80264286554296	0.930267222002976	"CLN8"	"219340_s_at"	4880243	"2055_at"
"gene_13261"	0.0309070340065975	0.80278436188171	0.930359579230327	"POLDIP3"	"210583_at"	630743	"84271_at"
"gene_13096"	0.0457265350380348	0.802950242129555	0.930434125819011	"PLCB1"	"211925_s_at"	7330059	"23236_at"
"gene_12753"	-0.0252291672965895	0.803007266944842	0.930434125819011	"PGLYRP1"	"207384_at"	4070129	"8993_at"
"gene_14060"	-0.0201234104163888	0.803034130249453	0.930434125819011	"PTP4A3"	"209695_at"	6940403	"11156_at"
"gene_3927"	-0.0388991032511762	0.803141734991549	0.930487176346428	"CROCC"	"216419_at"	2970440	"9696_at"
"gene_5675"	0.0397427642562207	0.803253992537233	0.930545608840948	"EVC"	"210887_s_at"	3870246	"2121_at"
"gene_10759"	0.0217604185864521	0.803328457679342	0.930560254347349	"MYD88"	"209124_at"	1050047	"4615_at"
"gene_1908"	-0.0229384167195272	0.803431997306204	0.930608574332665	"BCL9"	"204129_at"	6940685	"607_at"
"gene_3563"	-0.0178432612851237	0.803553882527495	0.930630876731228	"CNNM2"	"209874_x_at"	6760008	"54805_at"
"gene_11467"	0.0378946645228209	0.803574907313033	0.930630876731228	"NR2C1"	"210530_s_at"	6330450	"7181_at"
"gene_4595"	0.0552253558220403	0.803685900211869	0.930676261611194	"DHRS7"	"213868_s_at"	6250129	"51635_at"
"gene_89"	-0.046070579720422	0.803737757419872	0.930676261611194	"ABCF2"	"207623_at"	4060735	"10061_at"
"gene_5562"	0.0218905974427956	0.804043363703914	0.930958516190101	"EPS8L1"	"221665_s_at"	520403	"54869_at"
"gene_12532"	0.0226368517175848	0.804146687737762	0.930993142037865	"PDE8A"	"212522_at"	6380241	"5151_at"
"gene_7567"	0.0358364449187994	0.804196972679798	0.930993142037865	"HIST1H2AE"	"214469_at"	5860400	"3012_at"
"gene_20046"	-0.0255038094196348	0.804464852086477	0.9312316352846	"ZNF536"	"206403_at"	6330170	"9745_at"
"gene_1995"	-0.0249045398312837	0.804746858811074	0.931362670585279	"BLVRA"	"203773_x_at"	6290672	"644_at"
"gene_8867"	0.0356635267634453	0.804946136592397	0.931362670585279	"KIF1B"	"209234_at"	610465	"23095_at"
"gene_15568"	-0.0256781059999686	0.805038600402347	0.931362670585279	"SCAMP2"	"218143_s_at"	6400739	"10066_at"
"gene_3977"	-0.0206459904332873	0.805084566765744	0.931362670585279	"CSF1"	"211839_s_at"	6040292	"1435_at"
"gene_11774"	0.0354638497334003	0.805094669598277	0.931362670585279	"ODF2"	"210415_s_at"	4200053	"4957_at"
"gene_3144"	-0.047546961468972	0.805113904466923	0.931362670585279	"CELSR3"	"205165_at"	4830403	"1951_at"
"gene_17364"	0.0341541303695343	0.805128838700379	0.931362670585279	"STX3"	"216985_s_at"	3290192	"6809_at"
"gene_2465"	-0.0606640602865386	0.805207812186005	0.931362670585279	"CAPN6"	"202965_s_at"	4860445	"827_at"
"gene_2922"	0.0228514690071033	0.805242375667819	0.931362670585279	"CDC37L1"	"219343_at"	1780056	"55664_at"
"gene_5122"	0.0216056942128732	0.805274591640434	0.931362670585279	"EDF1"	"209058_at"	3450164	"8721_at"
"gene_18078"	0.0289014749718353	0.805330801432511	0.931362670585279	"TLE1"	"203221_at"	1470709	"7088_at"
"gene_9928"	-0.0280009068161498	0.805391267589809	0.931362670585279	"MAPT"	"206401_s_at"	7400379	"4137_at"
"gene_5719"	-0.0185760169841518	0.805397555857652	0.931362670585279	"EXOSC4"	"58696_at"	2650170	"54512_at"
"gene_16717"	-0.044769981260251	0.805474539335916	0.931362670585279	"SNRPN"	"216850_at"	6400072	"100033436_at"
"gene_17342"	-0.0214675317672856	0.805530718931546	0.931362670585279	"STX12"	"212111_at"	150017	"23673_at"
"gene_10990"	-0.0190742460750942	0.805628842252927	0.931362670585279	"NDST2"	"203916_at"	6860138	"8509_at"
"gene_4588"	0.0242667910015684	0.80571989508628	0.931362670585279	"DHPS"	"207831_x_at"	1850541	"1725_at"
"gene_10205"	0.0239519041136581	0.805776301864064	0.931362670585279	"MEF2A"	"214684_at"	1450291	"4205_at"
"gene_17944"	-0.0352334855366797	0.805892197907425	0.931362670585279	"TGFBR3"	"204731_at"	2030739	"7049_at"
"gene_11956"	-0.0227111947481527	0.806032980589471	0.931362670585279	"P2RY6"	"208373_s_at"	7200093	"5031_at"
"gene_16116"	0.0523651696660546	0.806272205151988	0.931362670585279	"SLC12A4"	"209400_at"	4070678	"6560_at"
"gene_653"	-0.0297894235766967	0.806343923596536	0.931362670585279	"AKAP13"	"222023_at"	4070187	"11214_at"
"gene_13782"	-0.0297908882665853	0.806359793691179	0.931362670585279	"PRSS21"	"220051_at"	990523	"10942_at"
"gene_19764"	-0.0271397979070096	0.8063751250124	0.931362670585279	"ZC3H7A"	"218348_s_at"	7560113	"29066_at"
"gene_7530"	0.0191304856687516	0.806404006802993	0.931362670585279	"HINT1"	"208826_x_at"	7330129	"3094_at"
"gene_14475"	0.048391874340335	0.806503572972384	0.931362670585279	"RAPGEFL1"	"218657_at"	6840647	"51195_at"
"gene_9532"	-0.0187283898175021	0.806521752188914	0.931362670585279	"LSM14A"	"212132_at"	5220687	"26065_at"
"gene_8785"	0.0168839396344558	0.806524618536686	0.931362670585279	"KCTD2"	"34858_at"	1190300	"23510_at"
"gene_2494"	0.0231674736848557	0.806602365189571	0.931362670585279	"CARHSP1"	"218384_at"	3190445	"23589_at"
"gene_4429"	-0.0179682854183659	0.806611390673499	0.931362670585279	"DCTN5"	"209232_s_at"	2000711	"84516_at"
"gene_17007"	-0.0544891001084188	0.806697777690926	0.931362670585279	"SPTBN1"	"214856_at"	2120592	"56969_at"
"gene_19092"	-0.0138759445699373	0.806698524241111	0.931362670585279	"UNC45A"	"221708_s_at"	670255	"55898_at"
"gene_6004"	-0.0287614628235593	0.806775297934617	0.931362670585279	"FEZ2"	"202305_s_at"	3710296	"9637_at"
"gene_16666"	0.0311401677481373	0.806909589557483	0.931362670585279	"SNCA"	"204467_s_at"	6840092	"6622_at"
"gene_18673"	0.0391225020805698	0.806940252740872	0.931362670585279	"TRIP6"	"214262_at"	770202	"7205_at"
"gene_12908"	-0.019028999628103	0.806941565457043	0.931362670585279	"PIK3CB"	"212688_at"	1660086	"5291_at"
"gene_205"	-0.0462789658087132	0.806943104292976	0.931362670585279	"ACOT11"	"216103_at"	6110360	"26027_at"
"gene_5842"	-0.0235218832407305	0.806949529129765	0.931362670585279	"FARP1"	"201911_s_at"	3370128	"10160_at"
"gene_6743"	-0.0205722215196106	0.807019647581744	0.931362670585279	"GLRX2"	"219933_at"	1410326	"51022_at"
"gene_14926"	-0.0256959678831882	0.807172931134218	0.931362670585279	"RNF111"	"218761_at"	3170022	"54778_at"
"gene_2876"	0.0234179966743659	0.807173610183737	0.931362670585279	"CD96"	"206761_at"	2100333	"10225_at"
"gene_9536"	-0.0204774082834221	0.80719595238982	0.931362670585279	"LSM4"	"202737_s_at"	4830563	"25804_at"
